application_id,filing_year,tech_domain,applicant_type,country_origin,industry_sector,international_filing,prior_examination,commercial_potential,market_size_estimate,processing_fee_usd,number_of_claims,number_of_citations,complexity_level,examiner_load,novelty_score,grant_probability,office_action_count
PAT-2001-324,2024,blockchain,3,CHN,fintech,False,0,No,89.64,1782.87,16,19,3,Low,Moderate,High,4
PAT-2001-325,2020,ai_ml,1,CHN,software,False,1,No,54.12,4153.09,46,27,3,Medium,Significant,High,3
PAT-2001-326,2020,iot,4,IND,hardware,False,1,No,31.38,9455.66,19,31,2,Low,Marginal,Low,0
PAT-2001-327,2021,quantum,1,CHN,hardware,False,1,Yes,500.0,851.99,41,27,2,Medium,Significant,High,3
PAT-2001-328,2020,ai_ml,2,KOR,healthtech,False,0,Yes,37.59,6922.53,37,12,2,Low,Moderate,Medium,0
PAT-2001-329,2022,blockchain,2,JPN,software,True,1,Yes,44.43,2863.89,8,25,2,Medium,Moderate,Medium,0
PAT-2001-330,2022,cybersecurity,2,CHN,software,True,1,Yes,304.73,6276.33,13,23,2,Medium,Moderate,Low,1
PAT-2001-331,2021,ai_ml,3,USA,software,False,1,Yes,57.81,8094.83,41,42,2,Low,Significant,Very High,1
PAT-2001-332,2020,ai_ml,2,USA,software,True,1,Yes,228.2,6456.97,29,48,3,Low,Moderate,Low,2
PAT-2001-333,2020,iot,3,USA,hardware,True,1,Yes,20.4,4086.28,25,20,3,Medium,Moderate,Medium,2
PAT-2001-334,2022,ai_ml,3,IND,software,False,0,No,54.29,2441.37,15,15,2,Medium,Significant,Medium,2
PAT-2001-335,2020,ai_ml,2,USA,software,True,0,Yes,11.67,8240.34,17,12,2,Medium,Significant,High,1
PAT-2001-336,2023,blockchain,3,USA,fintech,False,1,Yes,189.66,9159.0,5,28,1,High,Moderate,Low,2
PAT-2001-337,2021,ai_ml,1,JPN,software,True,1,No,30.31,7286.04,42,30,3,Low,Moderate,Medium,6
PAT-2001-338,2021,iot,3,USA,telecom,True,0,No,59.88,9562.5,29,12,1,Low,Moderate,High,4
PAT-2001-339,2022,iot,2,USA,telecom,True,1,Yes,75.1,8351.88,21,23,1,Low,Marginal,Very Low,1
PAT-2001-340,2022,iot,3,USA,hardware,True,0,No,50.86,1281.71,19,15,3,Medium,Moderate,Medium,3
PAT-2001-341,2020,ai_ml,2,USA,software,False,1,Yes,38.48,5929.17,33,27,3,Medium,Significant,Very High,4
PAT-2001-342,2020,quantum,1,CHN,hardware,False,1,Yes,17.59,2925.25,19,43,3,Medium,Breakthrough,High,4
PAT-2001-343,2024,ai_ml,2,USA,software,True,1,No,46.81,9725.69,42,28,3,Medium,Moderate,Medium,1
PAT-2001-344,2020,quantum,2,DEU,hardware,True,1,No,20.65,2022.46,38,37,2,High,Moderate,Low,2
PAT-2001-345,2022,blockchain,4,USA,fintech,True,1,No,49.67,6414.44,17,16,2,Medium,Marginal,Very Low,3
PAT-2001-346,2022,quantum,1,CHN,software,False,1,Yes,195.28,9666.06,17,31,3,High,Significant,High,4
PAT-2001-347,2021,ai_ml,3,GBR,healthtech,False,0,Yes,500.0,5049.22,46,13,3,Low,Significant,Medium,7
PAT-2001-348,2022,ai_ml,1,USA,healthtech,True,1,No,30.74,6098.79,34,33,3,Medium,Moderate,Medium,2
PAT-2001-349,2023,blockchain,2,USA,telecom,False,1,Yes,467.43,5315.66,12,29,1,Low,Marginal,Very Low,2
PAT-2001-350,2023,ai_ml,3,GBR,software,False,0,Yes,410.73,8907.73,29,16,2,Low,Moderate,Medium,1
PAT-2001-351,2021,ai_ml,3,USA,software,True,1,No,14.86,7127.87,49,45,2,Medium,Significant,Medium,1
PAT-2001-352,2021,iot,2,DEU,healthtech,True,1,No,25.38,2086.82,12,23,3,High,Marginal,Very Low,7
PAT-2001-353,2021,quantum,2,USA,hardware,False,1,Yes,204.36,9896.22,26,37,3,Medium,Marginal,Low,4
PAT-2001-354,2022,ai_ml,1,JPN,software,False,1,No,8.3,6115.65,21,33,3,High,Moderate,Medium,4
PAT-2001-355,2023,cybersecurity,1,GBR,software,True,1,No,6.15,5054.43,10,21,2,Medium,Moderate,Low,0
PAT-2001-356,2021,quantum,3,USA,software,True,0,Yes,41.59,1317.46,34,10,3,Medium,Moderate,Low,1
PAT-2001-357,2021,cybersecurity,1,USA,software,True,1,No,27.26,7129.24,8,28,3,High,Moderate,Medium,5
PAT-2001-358,2024,iot,2,CHN,hardware,True,1,Yes,292.59,4599.1,14,24,1,Medium,Significant,Medium,5
PAT-2001-359,2020,iot,1,GBR,hardware,False,1,No,37.17,9233.29,12,32,1,Medium,Moderate,Medium,0
PAT-2001-360,2022,iot,3,DEU,hardware,False,0,No,19.21,507.58,24,12,2,Medium,Significant,Low,3
PAT-2001-361,2023,iot,3,USA,hardware,True,0,No,42.95,1128.0,12,15,1,Medium,Significant,High,3
PAT-2001-362,2021,cybersecurity,1,JPN,software,True,1,Yes,159.77,3690.18,17,22,3,Medium,Moderate,Medium,2
PAT-2001-363,2020,ai_ml,2,DEU,software,True,1,No,23.34,3813.85,46,48,3,Low,Marginal,Very Low,4
PAT-2001-364,2020,ai_ml,3,DEU,fintech,True,0,Yes,255.49,1223.41,47,24,3,Medium,Marginal,Very Low,3
PAT-2001-365,2024,ai_ml,3,CHN,software,True,0,No,57.68,3559.44,39,7,3,Medium,Moderate,Medium,4
PAT-2001-366,2020,cybersecurity,3,RUS,software,False,0,Yes,49.12,1979.05,18,11,1,Low,Moderate,Low,2
PAT-2001-367,2021,blockchain,2,DEU,fintech,True,1,Yes,500.0,7975.45,15,21,1,Low,Marginal,Low,0
PAT-2001-368,2020,iot,2,CHN,hardware,False,0,Yes,71.54,2421.24,28,7,3,Low,Moderate,Low,2
PAT-2001-369,2020,quantum,2,USA,software,True,1,Yes,104.64,7910.09,30,39,3,Low,Marginal,Very Low,7
PAT-2001-370,2023,cybersecurity,4,RUS,telecom,False,0,Yes,54.59,4820.04,11,13,1,Low,Moderate,Medium,1
PAT-2001-371,2021,ai_ml,1,JPN,hardware,False,1,Yes,500.0,3487.7,27,42,2,Low,Breakthrough,High,3
PAT-2001-372,2022,quantum,1,DEU,hardware,True,1,Yes,500.0,5549.78,40,42,2,Medium,Moderate,High,0
PAT-2001-373,2022,cybersecurity,3,DEU,software,False,0,Yes,17.98,6114.5,12,8,1,Low,Significant,High,4
PAT-2001-374,2023,ai_ml,2,USA,software,False,1,Yes,47.25,9618.55,39,31,3,Low,Moderate,High,5
PAT-2001-375,2020,quantum,3,USA,hardware,True,1,Yes,24.35,3345.04,17,39,3,High,Moderate,High,4
PAT-2001-376,2024,blockchain,2,KOR,fintech,True,1,Yes,166.79,9382.43,10,17,1,High,Moderate,Medium,2
PAT-2001-377,2023,iot,2,USA,hardware,True,1,Yes,86.18,6736.3,22,19,3,Medium,Moderate,Medium,2
PAT-2001-378,2021,iot,4,RUS,hardware,False,0,Yes,52.02,8764.63,18,10,3,Medium,Moderate,Medium,2
PAT-2001-379,2023,ai_ml,2,CHN,software,True,1,Yes,93.98,4370.52,22,39,3,Low,Significant,Very High,3
PAT-2001-380,2024,ai_ml,1,USA,healthtech,True,1,Yes,152.88,2617.97,28,40,3,Low,Significant,High,4
PAT-2001-381,2021,ai_ml,3,CHN,fintech,False,0,Yes,203.23,9863.77,23,12,3,Medium,Moderate,Medium,1
PAT-2001-382,2024,ai_ml,2,USA,healthtech,False,0,Yes,500.0,3043.82,23,25,2,Medium,Significant,Medium,3
PAT-2001-383,2022,iot,4,IND,hardware,True,1,No,15.26,5101.56,12,18,1,Medium,Significant,Very High,2
PAT-2001-384,2023,blockchain,3,DEU,telecom,True,0,Yes,69.92,2019.36,12,9,2,High,Moderate,Low,2
PAT-2001-385,2024,ai_ml,2,CHN,software,False,1,Yes,250.57,870.25,26,31,3,Medium,Significant,High,3
PAT-2001-386,2022,iot,2,USA,healthtech,True,0,Yes,195.24,2840.32,12,8,1,Medium,Moderate,Low,4
PAT-2001-387,2023,iot,3,IND,hardware,False,0,Yes,122.19,1642.09,16,6,3,Medium,Marginal,Very Low,5
PAT-2001-388,2021,iot,3,IND,hardware,False,1,No,153.86,1241.89,18,25,1,Low,Moderate,Low,3
PAT-2001-389,2023,cybersecurity,4,RUS,software,False,0,No,26.67,5819.71,29,14,2,Medium,Moderate,High,2
PAT-2001-390,2023,blockchain,2,CHN,software,False,1,Yes,41.54,9927.33,14,18,3,Medium,Marginal,Low,3
PAT-2001-391,2021,quantum,3,USA,cybersecurity,False,1,Yes,151.59,9798.85,23,39,2,Medium,Moderate,Low,3
PAT-2001-392,2022,ai_ml,2,USA,software,True,1,Yes,89.11,1266.54,48,45,3,High,Moderate,Medium,4
PAT-2001-393,2021,iot,2,KOR,hardware,True,0,No,25.27,1116.15,19,12,2,Medium,Moderate,Medium,0
PAT-2001-394,2020,cybersecurity,2,JPN,telecom,True,1,Yes,500.0,6493.48,16,21,1,Medium,Marginal,Low,0
PAT-2001-395,2020,quantum,2,JPN,hardware,False,1,Yes,63.93,2170.24,37,33,3,Low,Significant,Medium,4
PAT-2001-396,2021,iot,4,USA,hardware,False,1,No,8.12,6913.49,22,24,2,Medium,Moderate,Medium,1
PAT-2001-397,2020,iot,4,USA,hardware,False,0,Yes,380.5,5111.1,15,10,1,Medium,Moderate,High,0
PAT-2001-398,2021,blockchain,3,USA,fintech,False,0,Yes,500.0,4012.65,12,13,3,Medium,Marginal,Very Low,2
PAT-2001-399,2023,iot,3,DEU,software,True,1,Yes,69.31,8053.95,15,25,3,Low,Significant,Medium,4
PAT-2001-400,2023,quantum,1,DEU,software,True,1,No,31.24,2697.66,28,42,2,Medium,Significant,High,6
PAT-2002-001,2023,cybersecurity,1,USA,software,True,1,No,30.4,1999.69,27,16,3,Medium,Marginal,Low,7
PAT-2002-002,2021,blockchain,3,USA,software,True,0,No,37.14,6885.8,10,7,2,Medium,Marginal,Low,3
PAT-2002-003,2024,ai_ml,3,USA,healthtech,False,1,Yes,178.28,3535.81,32,37,2,Medium,Moderate,Medium,1
PAT-2002-004,2022,iot,2,USA,software,True,1,No,69.81,632.9,23,26,3,Low,Marginal,Low,2
PAT-2002-005,2020,ai_ml,2,DEU,software,False,0,Yes,49.95,2679.55,44,18,2,Medium,Moderate,Medium,1
PAT-2002-006,2020,ai_ml,1,CHN,software,False,0,Yes,187.79,2549.56,43,15,2,Medium,Moderate,High,1
PAT-2002-007,2023,ai_ml,3,GBR,software,False,1,Yes,135.98,3571.13,42,28,3,Low,Significant,Very High,4
PAT-2002-008,2021,iot,3,GBR,software,True,1,Yes,241.77,2818.89,25,28,3,Medium,Moderate,Medium,5
PAT-2002-009,2022,ai_ml,1,USA,software,True,1,No,97.44,6380.55,20,40,3,Medium,Significant,Medium,2
PAT-2002-010,2024,ai_ml,1,CHN,software,False,0,No,21.67,7586.11,45,6,2,High,Significant,Low,3
PAT-2002-011,2020,ai_ml,2,CHN,software,False,0,Yes,33.71,7031.69,46,16,2,High,Significant,Medium,4
PAT-2002-012,2020,cybersecurity,4,IND,software,False,0,No,34.93,3836.05,10,13,3,Low,Moderate,Low,3
PAT-2002-013,2024,iot,3,USA,software,True,1,Yes,82.58,549.14,22,27,2,Medium,Marginal,Very Low,1
PAT-2002-014,2022,ai_ml,2,CHN,fintech,False,0,Yes,82.85,5768.96,31,16,2,Low,Moderate,Medium,4
PAT-2002-015,2020,ai_ml,3,RUS,software,False,1,Yes,135.3,9502.63,20,36,2,Low,Moderate,Medium,2
PAT-2002-016,2024,iot,1,DEU,hardware,True,1,No,276.7,2986.6,18,33,2,Medium,Breakthrough,Medium,2
PAT-2002-017,2024,ai_ml,2,JPN,software,False,1,Yes,94.11,5693.69,34,40,2,High,Moderate,Medium,4
PAT-2002-018,2022,iot,2,CHN,hardware,False,1,Yes,429.91,9205.75,26,25,2,Medium,Significant,High,3
PAT-2002-019,2023,blockchain,3,DEU,fintech,False,0,Yes,182.45,4788.97,19,7,2,Low,Moderate,Low,3
PAT-2002-020,2021,cybersecurity,3,IND,telecom,False,0,Yes,71.3,1568.96,11,11,2,High,Marginal,Very Low,1
PAT-2002-021,2020,ai_ml,1,GBR,healthtech,False,1,Yes,47.56,1122.05,45,34,3,Medium,Moderate,Low,3
PAT-2002-022,2022,iot,2,CHN,software,True,0,No,23.57,8063.73,18,8,1,Low,Significant,Medium,1
PAT-2002-023,2021,ai_ml,1,GBR,hardware,True,1,Yes,193.23,7571.77,25,27,3,Low,Breakthrough,Medium,3
PAT-2002-024,2023,cybersecurity,4,RUS,software,False,0,Yes,196.61,2662.07,26,8,2,Medium,Moderate,Low,1
PAT-2002-025,2023,cybersecurity,4,IND,software,False,1,No,20.83,8208.18,11,21,2,Medium,Moderate,Medium,1
PAT-2002-026,2020,iot,1,GBR,hardware,True,1,No,26.71,2981.27,19,24,2,High,Significant,Very High,4
PAT-2002-027,2022,blockchain,2,USA,software,False,1,No,12.81,2700.7,14,21,2,Medium,Marginal,Low,2
PAT-2002-028,2021,ai_ml,2,KOR,healthtech,False,1,No,21.26,9283.63,33,37,2,High,Moderate,Low,1
PAT-2002-029,2024,quantum,3,RUS,hardware,False,0,Yes,265.42,8587.04,23,12,2,High,Moderate,Medium,3
PAT-2002-030,2021,iot,3,USA,healthtech,False,0,Yes,9.56,5506.48,12,5,1,Medium,Moderate,High,2
PAT-2002-031,2023,ai_ml,1,DEU,fintech,True,1,Yes,38.15,1135.37,42,37,2,Medium,Moderate,Medium,0
PAT-2002-032,2022,blockchain,2,KOR,fintech,False,1,No,5.84,2373.78,5,17,3,Low,Significant,High,4
PAT-2002-033,2022,blockchain,3,IND,fintech,False,1,Yes,123.64,7830.55,12,20,3,Medium,Significant,Very High,5
PAT-2002-034,2023,quantum,2,DEU,hardware,True,1,Yes,137.55,5551.04,44,40,3,Low,Moderate,Medium,2
PAT-2002-035,2023,iot,3,RUS,software,True,0,Yes,49.05,8655.32,11,8,1,Medium,Moderate,Medium,2
PAT-2002-036,2022,iot,1,KOR,hardware,True,1,No,15.65,5170.44,22,24,2,Low,Moderate,High,0
PAT-2002-037,2023,iot,3,GBR,software,False,0,Yes,107.28,2294.43,24,9,1,Low,Marginal,Very Low,0
PAT-2002-038,2024,ai_ml,1,USA,healthtech,True,1,Yes,17.27,1228.09,48,31,3,High,Significant,High,4
PAT-2002-039,2022,blockchain,2,CHN,software,False,1,Yes,99.48,4402.98,16,25,1,Medium,Moderate,High,2
PAT-2002-040,2022,ai_ml,2,USA,software,True,1,Yes,83.32,5629.05,21,49,2,Medium,Moderate,High,1
PAT-2002-041,2020,quantum,3,IND,hardware,False,0,No,29.21,5590.75,48,16,3,High,Moderate,Medium,5
PAT-2002-042,2023,blockchain,2,USA,telecom,True,1,Yes,24.8,8994.25,6,28,1,Low,Moderate,High,3
PAT-2002-043,2022,blockchain,3,USA,fintech,False,1,Yes,500.0,7293.37,14,26,2,Medium,Marginal,Low,0
PAT-2002-044,2022,ai_ml,1,USA,hardware,True,1,No,17.32,6088.65,50,36,2,Low,Moderate,High,1
PAT-2002-045,2020,ai_ml,2,USA,software,True,1,Yes,259.4,7812.2,44,45,2,High,Moderate,Medium,3
PAT-2002-046,2024,iot,1,USA,telecom,False,1,No,15.3,8515.49,17,27,3,High,Marginal,Very Low,3
PAT-2002-047,2022,ai_ml,2,JPN,fintech,False,1,Yes,75.48,4592.09,45,39,2,Medium,Marginal,Low,0
PAT-2002-048,2023,ai_ml,1,KOR,software,False,1,No,17.09,9255.75,26,39,2,High,Breakthrough,Medium,2
PAT-2002-049,2020,quantum,1,JPN,hardware,True,1,No,12.86,4360.33,44,27,3,Low,Moderate,Medium,3
PAT-2002-050,2024,blockchain,3,DEU,fintech,True,1,Yes,500.0,589.06,14,27,3,Low,Marginal,Low,1
PAT-2002-051,2021,blockchain,4,USA,software,False,1,No,3.3,2128.64,7,20,1,High,Significant,High,2
PAT-2002-052,2021,blockchain,2,USA,fintech,True,0,Yes,24.34,4147.1,15,5,2,Low,Marginal,Low,1
PAT-2002-053,2024,quantum,3,USA,software,True,1,No,51.65,8527.62,19,30,2,High,Breakthrough,Very High,4
PAT-2002-054,2024,ai_ml,1,CHN,software,False,1,Yes,31.5,8930.23,46,40,2,Low,Significant,High,2
PAT-2002-055,2021,quantum,1,KOR,hardware,False,0,Yes,40.74,8243.82,43,16,2,Low,Significant,Low,2
PAT-2002-056,2022,cybersecurity,3,GBR,software,True,1,Yes,49.43,3654.79,28,15,1,Medium,Marginal,Very Low,0
PAT-2002-057,2023,iot,3,RUS,telecom,False,1,No,21.35,7047.72,20,26,1,Low,Moderate,Low,2
PAT-2002-058,2024,blockchain,3,GBR,fintech,False,0,Yes,500.0,8169.48,18,7,2,Low,Marginal,Low,1
PAT-2002-059,2022,iot,2,CHN,hardware,False,1,Yes,118.11,5652.83,12,24,2,Medium,Significant,Medium,2
PAT-2002-060,2022,blockchain,3,CHN,telecom,False,1,Yes,75.01,1123.25,16,24,2,Medium,Marginal,Very Low,2
PAT-2002-061,2023,blockchain,4,IND,software,True,1,No,25.95,7451.66,13,19,2,High,Significant,High,4
PAT-2002-062,2023,iot,1,CHN,hardware,False,1,Yes,91.97,3161.92,10,30,3,Medium,Moderate,High,4
PAT-2002-063,2023,ai_ml,1,KOR,fintech,True,1,Yes,63.22,3035.45,42,37,2,Medium,Breakthrough,High,3
PAT-2002-064,2022,ai_ml,2,USA,healthtech,False,1,No,72.43,4384.92,33,25,3,High,Significant,High,5
PAT-2002-065,2020,blockchain,3,RUS,telecom,False,1,No,2.15,9662.24,11,34,2,Low,Moderate,Medium,1
PAT-2002-066,2024,ai_ml,1,USA,software,False,0,No,23.16,7719.16,18,12,3,High,Significant,Medium,5
PAT-2002-067,2024,blockchain,2,CHN,fintech,False,1,Yes,171.54,5325.32,8,28,2,Medium,Moderate,High,1
PAT-2002-068,2023,iot,1,USA,hardware,False,0,Yes,500.0,9869.86,15,4,1,Medium,Moderate,Low,2
PAT-2002-069,2020,cybersecurity,3,USA,telecom,True,0,No,121.43,5188.19,23,12,2,Medium,Marginal,Low,2
PAT-2002-070,2021,ai_ml,1,USA,software,False,1,No,56.75,3648.28,40,45,2,Medium,Moderate,Low,2
PAT-2002-071,2023,iot,3,USA,telecom,False,1,Yes,109.55,1318.14,20,22,1,Medium,Significant,Very High,2
PAT-2002-072,2020,blockchain,2,DEU,fintech,False,1,No,63.73,9640.23,6,27,1,Medium,Marginal,Low,1
PAT-2002-073,2024,ai_ml,2,KOR,software,False,1,Yes,69.54,3014.68,41,36,2,Medium,Moderate,Medium,2
PAT-2002-074,2022,ai_ml,1,JPN,software,False,1,No,20.83,6510.72,25,34,3,Low,Moderate,High,4
PAT-2002-075,2023,ai_ml,1,CHN,software,False,1,No,7.63,1203.52,23,25,3,Medium,Significant,High,3
PAT-2002-076,2024,ai_ml,3,GBR,software,False,0,Yes,18.1,8406.13,31,9,2,Medium,Marginal,Low,1
PAT-2002-077,2022,ai_ml,1,DEU,healthtech,True,1,Yes,266.46,8707.97,40,42,2,Medium,Significant,Medium,1
PAT-2002-078,2021,blockchain,2,KOR,fintech,False,0,Yes,500.0,6580.13,11,8,3,Medium,Marginal,Low,2
PAT-2002-079,2023,iot,3,USA,hardware,True,0,Yes,180.43,4528.24,12,13,2,Low,Significant,Medium,3
PAT-2002-080,2022,ai_ml,2,JPN,software,False,1,Yes,142.73,7554.23,18,28,2,High,Breakthrough,High,3
PAT-2002-081,2022,ai_ml,1,JPN,software,True,1,Yes,126.2,5355.53,15,36,2,Low,Breakthrough,Medium,2
PAT-2002-082,2023,ai_ml,1,DEU,software,True,1,No,11.18,8852.05,25,37,3,Low,Moderate,Medium,2
PAT-2002-083,2024,iot,1,USA,healthtech,True,1,Yes,69.7,4473.23,10,19,1,Low,Moderate,Medium,1
PAT-2002-084,2022,ai_ml,1,DEU,hardware,True,1,No,58.4,853.11,31,39,3,Medium,Moderate,Medium,1
PAT-2002-085,2021,iot,3,IND,telecom,True,0,Yes,37.97,2038.44,10,13,2,Medium,Moderate,Medium,1
PAT-2002-086,2022,ai_ml,1,DEU,hardware,True,1,No,20.99,3668.18,23,51,2,High,Significant,Very High,7
PAT-2002-087,2022,ai_ml,2,CHN,software,False,1,No,37.28,8191.32,17,33,3,Medium,Moderate,Medium,5
PAT-2002-088,2020,cybersecurity,4,USA,telecom,False,0,No,55.66,4795.15,12,12,2,High,Breakthrough,Medium,6
PAT-2002-089,2021,ai_ml,1,GBR,fintech,True,1,Yes,130.13,4055.27,29,36,3,Medium,Breakthrough,High,4
PAT-2002-090,2023,ai_ml,2,USA,fintech,True,1,No,13.84,3445.47,23,45,3,Medium,Moderate,Medium,4
PAT-2002-091,2021,ai_ml,1,CHN,software,False,0,Yes,103.29,1249.88,35,10,3,High,Breakthrough,High,4
PAT-2002-092,2024,cybersecurity,2,JPN,software,True,1,Yes,245.96,5543.49,28,33,2,Medium,Moderate,High,2
PAT-2002-093,2021,iot,2,KOR,hardware,True,1,Yes,161.92,4376.24,22,24,1,Medium,Marginal,Very Low,1
PAT-2002-094,2020,iot,2,JPN,software,True,0,Yes,73.11,9030.75,29,17,1,Medium,Significant,Low,2
PAT-2002-095,2023,cybersecurity,3,RUS,software,True,1,Yes,53.21,9886.65,28,18,1,High,Moderate,Medium,3
PAT-2002-096,2024,ai_ml,1,KOR,fintech,False,1,Yes,500.0,1324.48,45,37,3,Medium,Moderate,Medium,2
PAT-2002-097,2021,cybersecurity,3,IND,software,True,0,Yes,20.78,1540.55,22,10,3,Medium,Significant,Low,4
PAT-2002-098,2021,ai_ml,1,JPN,fintech,True,0,Yes,16.16,2935.99,36,16,3,Low,Significant,Low,3
PAT-2002-099,2021,iot,2,USA,hardware,True,0,Yes,80.17,7472.44,9,13,3,Medium,Moderate,Low,3
PAT-2002-100,2022,blockchain,2,JPN,fintech,False,1,Yes,92.45,1742.74,12,25,3,Low,Moderate,Medium,4
PAT-2002-101,2022,blockchain,2,CHN,telecom,False,1,Yes,67.12,7376.59,18,29,2,Medium,Moderate,Low,6
PAT-2002-102,2021,cybersecurity,1,CHN,software,False,1,No,152.64,3927.6,28,29,2,Low,Moderate,Medium,0
PAT-2002-103,2020,ai_ml,1,CHN,healthtech,False,1,Yes,221.97,8738.46,36,37,3,High,Breakthrough,High,5
PAT-2002-104,2022,cybersecurity,1,USA,telecom,True,1,Yes,46.09,6203.4,27,26,2,Medium,Breakthrough,High,4
PAT-2002-105,2024,blockchain,3,GBR,fintech,False,0,Yes,245.48,2951.16,18,12,2,Medium,Marginal,Low,1
PAT-2002-106,2023,iot,4,IND,software,False,0,No,47.32,2158.35,25,5,1,Low,Significant,Low,1
PAT-2002-107,2022,cybersecurity,3,IND,software,True,1,Yes,52.89,2095.35,8,29,1,Medium,Moderate,Medium,3
PAT-2002-108,2020,ai_ml,1,CHN,software,True,1,No,72.3,3028.26,50,43,3,Medium,Moderate,Low,4
PAT-2002-109,2021,cybersecurity,2,CHN,software,True,1,No,5.23,3856.76,14,15,2,Medium,Significant,Very High,3
PAT-2002-110,2021,iot,2,JPN,telecom,True,1,Yes,45.64,8862.23,29,20,2,High,Significant,Medium,2
PAT-2002-111,2023,iot,4,RUS,software,False,1,Yes,153.49,3211.64,10,28,2,Low,Moderate,Low,0
PAT-2002-112,2024,ai_ml,2,USA,hardware,False,1,No,9.7,7957.3,38,48,3,High,Moderate,Low,6
PAT-2002-113,2024,iot,1,DEU,software,True,0,Yes,102.98,9973.13,19,13,1,High,Moderate,Medium,4
PAT-2002-114,2024,iot,2,CHN,hardware,False,0,Yes,168.91,3678.65,10,11,2,Low,Significant,Low,2
PAT-2002-115,2024,blockchain,2,USA,fintech,True,1,No,4.81,701.62,11,24,2,Low,Marginal,Very Low,1
PAT-2002-116,2024,ai_ml,1,DEU,software,True,0,Yes,500.0,4243.76,40,12,3,Medium,Breakthrough,Medium,4
PAT-2002-117,2020,ai_ml,2,JPN,software,True,1,No,33.59,1950.32,29,37,3,Medium,Moderate,Medium,3
PAT-2002-118,2020,cybersecurity,2,JPN,fintech,True,1,Yes,342.95,2569.32,15,28,1,High,Significant,High,3
PAT-2002-119,2021,ai_ml,2,USA,healthtech,False,1,Yes,500.0,6201.35,33,39,3,Low,Moderate,High,4
PAT-2002-120,2022,iot,4,RUS,hardware,False,1,No,7.64,7778.11,17,28,1,Low,Significant,Very High,1
PAT-2002-121,2020,cybersecurity,1,DEU,fintech,False,1,Yes,445.48,6462.85,22,25,2,Medium,Moderate,Low,2
PAT-2002-122,2023,ai_ml,2,USA,healthtech,False,1,Yes,500.0,1316.66,42,30,3,Medium,Moderate,Medium,6
PAT-2002-123,2023,ai_ml,3,IND,fintech,True,1,Yes,176.48,4273.28,31,27,3,Low,Marginal,Very Low,2
PAT-2002-124,2022,iot,2,USA,telecom,True,1,Yes,353.27,4405.37,27,27,2,Low,Moderate,Medium,3
PAT-2002-125,2021,ai_ml,2,DEU,software,True,1,Yes,146.92,3902.33,48,42,3,Low,Moderate,Medium,2
PAT-2002-126,2021,iot,2,CHN,telecom,True,1,Yes,489.67,5050.79,28,23,1,Low,Breakthrough,Very High,2
PAT-2002-127,2021,iot,2,JPN,hardware,True,1,Yes,45.16,3191.53,24,30,1,Medium,Marginal,Very Low,2
PAT-2002-128,2024,iot,2,CHN,hardware,False,1,Yes,34.92,1887.6,8,21,2,Low,Significant,High,2
PAT-2002-129,2022,blockchain,3,IND,fintech,False,1,Yes,208.57,8585.36,17,22,1,Low,Marginal,Low,3
PAT-2002-130,2023,iot,3,DEU,software,False,0,Yes,127.63,6218.31,27,13,2,Medium,Moderate,Medium,1
PAT-2002-131,2021,iot,2,USA,telecom,True,1,Yes,46.8,5546.01,20,19,2,Medium,Marginal,Very Low,1
PAT-2002-132,2022,ai_ml,2,CHN,software,True,1,Yes,55.55,5130.82,15,36,3,Medium,Marginal,Low,3
PAT-2002-133,2022,iot,3,USA,telecom,False,1,Yes,39.81,5187.94,28,24,1,Medium,Significant,High,2
PAT-2002-134,2023,cybersecurity,1,CHN,software,False,0,No,32.12,4861.21,19,14,3,Low,Moderate,Medium,3
PAT-2002-135,2023,iot,2,CHN,software,True,1,Yes,500.0,6242.07,8,23,2,Low,Marginal,Very Low,3
PAT-2002-136,2021,blockchain,3,IND,telecom,True,0,No,68.59,5098.52,10,12,1,Medium,Marginal,Low,1
PAT-2002-137,2024,ai_ml,2,JPN,software,False,1,Yes,142.4,8755.51,37,39,3,High,Marginal,Very Low,2
PAT-2002-138,2020,ai_ml,1,CHN,software,False,1,Yes,500.0,8323.03,44,43,3,Medium,Significant,High,5
PAT-2002-139,2024,ai_ml,2,USA,healthtech,True,1,No,9.63,7453.76,32,40,3,Medium,Moderate,Medium,3
PAT-2002-140,2020,ai_ml,1,USA,hardware,False,1,No,8.61,8666.14,30,33,2,Low,Breakthrough,Very High,3
PAT-2002-141,2021,cybersecurity,3,CHN,software,True,1,Yes,422.11,4506.8,28,18,1,Low,Marginal,Low,0
PAT-2002-142,2023,ai_ml,1,DEU,software,True,1,No,20.74,2791.52,34,34,3,Medium,Breakthrough,High,3
PAT-2002-143,2021,quantum,1,JPN,software,False,1,No,14.59,8242.24,40,37,3,Medium,Breakthrough,Medium,2
PAT-2002-144,2022,ai_ml,2,CHN,healthtech,True,1,Yes,262.32,4323.13,21,40,3,Low,Marginal,Very Low,1
PAT-2002-145,2022,ai_ml,1,KOR,software,True,1,Yes,218.66,9642.55,48,37,2,Medium,Significant,High,2
PAT-2002-146,2021,blockchain,2,USA,fintech,True,0,Yes,239.5,4373.21,18,14,3,Low,Marginal,Very Low,2
PAT-2002-147,2023,ai_ml,3,RUS,healthtech,False,0,Yes,500.0,6364.86,34,18,3,Medium,Marginal,Very Low,4
