trademark_id,country_registration,mktu_class,industry,applicant_type,trademark_type,representative_firm,priority_claimed,examination_duration_days,mktu_classes_count,company_age_years,previous_applications,trademark_value_k,examination_count,similarity_percent,maintenance_fee_usd,use_before_registration_months,opposition_count
TM20210097,Бразилия,Класс 14,Развлечения,Индивидуальный предприниматель,Изобразительный,ЮрФирма_BB,False,63.0,2,4.5,1,7.92,1,,1048.84,111.4,0
TM20210098,Швейцария,Класс 21,Ювелирные изделия,АО,Вкусовой,Самостоятельно,True,35.0,2,0.3,16,19.44,2,18.8,932.8,48.7,0
TM20210099,Россия,Класс 02,Логистика,Творческий коллектив,Объемный,ЮрФирма_AH,False,30.0,3,3.2,4,23.81,2,32.0,470.91,100.9,1
TM20210100,Россия,Класс 15,Деревообработка,Холдинг,Словесный,ЮрФирма_AA,False,70.0,2,0.7,3,23.7,4,38.4,735.39,44.9,0
TM20210101,Россия,Класс 03,Фармацевтика,ЗАО,Изобразительный,Не указано,True,40.0,5,0.4,1,500.0,2,16.4,263.36,91.7,2
TM20210102,Турция,Класс 35,Развлечения,ООО,Словесный,ЮрФирма_BD,True,38.0,1,2.1,5,7.46,1,34.5,1330.5,,0
TM20210103,Канада,Класс 34,Гостиничный бизнес,АО,Словесный,,True,52.0,3,4.5,3,4.66,3,32.0,1620.6,69.8,0
TM20210104,Россия,Класс 08,Деревообработка,Иностранная компания,Звуковой,ЮрФирма_AX,False,83.0,4,7.9,5,84.22,3,33.1,1022.58,103.7,1
TM20210105,Италия,Класс 43,Ювелирные изделия,ООО,Словесный,Не указано,True,81.0,2,1.3,4,9.63,3,58.8,14493.10162340169,50.8,1
TM20210106,Россия,Класс 44,Автомобильная,Индивидуальный предприниматель,Слоган,ЮрФирма_BM,False,84.0,3,9.1,4,3.06,3,7.4,593.1,98.3,1
TM20210107,Казахстан,Класс 02,Транспорт,Холдинг,Изобразительный,ЮрФирма_AR,True,58.0,3,3.0,2,247.88,3,27.0,1237.8,46.8,3
TM20210108,Вьетнам,Класс 07,Логистика,Союз,Изобразительный,Самостоятельно,True,59.0,6,3.7,5,10.45,2,28.5,660.6,30.2,0
TM20210109,Россия,Класс 18,Страхование,Крестьянское хозяйство,Словесный,ЮрФирма_AU,True,94.0,2,3.7,2,17.48,1,38.2,767.15,,0
TM20210110,Россия,Класс 02,Розничная торговля,Религиозная организация,Словесный,ЮрФирма_BA,False,61.0,3,4.5,5,18.87,4,24.8,367.76,35.5,3
TM20210111,Казахстан,Класс 07,Недвижимость,ПАО,Комбинированный,Самостоятельно,True,43.0,4,3.1,13,5.16,3,37.6,1000.99,28.6,0
TM20210112,Армения,Класс 04,Косметика,Филиал иностранной компании,Изобразительный,Не указано,False,53.0,5,1.0,2,51.55,3,4.0,699.01,102.8,0
TM20210113,Таджикистан,Класс 42,Логистика,Образовательное учреждение,Комбинированный,Самостоятельно,False,85.0,2,0.7,5,48.35,6,19.7,344.22,111.7,0
TM20210114,Малайзия,Класс 08,Развлечения,Индивидуальный предприниматель,Комбинированный,ЮрФирма_AM,False,77.0,2,0.3,15,4.18,5,27.6,569.09,,0
TM20210115,Россия,Класс 29,Строительство,АО,Словесный,ЮрФирма_BF,True,64.0,2,6.9,1,9.35,2,44.8,1530.83,,1
TM20210116,Россия,Класс 07,Ювелирные изделия,ООО,Изобразительный,Самостоятельно,True,39.0,5,4.0,10,10.65,4,60.2,8087.590216825035,35.0,3
TM20210117,Турция,Класс 02,Страхование,Физическое лицо,Изобразительный,ЮрФирма_BB,True,77.0,1,5.0,3,5.45,3,15.4,1237.38,47.5,0
TM20210118,Россия,Класс 36,Логистика,Образовательное учреждение,Словесный,Самостоятельно,True,60.0,3,11.7,2,6.73,4,37.9,363.04,112.9,2
TM20210119,Польша,Класс 01,Развлечения,Государственное предприятие,Световой,ЮрФирма_BV,True,43.0,2,2.1,5,62.01,4,28.3,1057.3,116.8,0
TM20210120,Кыргызстан,Класс 01,СМИ,ООО,Словесный,Не указано,True,84.0,2,13.5,3,6.18,2,37.5,1162.44,36.9,0
TM20210121,Россия,Класс 07,Здравоохранение,Медицинское учреждение,Словесный,ЮрФирма_BJ,False,61.0,4,4.8,2,43.02,2,45.9,1251.39,4.4,1
TM20210122,Канада,Класс 24,Спорт,Индивидуальный предприниматель,Комбинированный,Не указано,True,69.0,3,1.5,1,24.24,1,55.4,951.47,36.6,1
TM20210123,Россия,Класс 06,Фармацевтика,Индивидуальный предприниматель,Изобразительный,ЮрФирма_BO,True,98.0,3,2.1,4,358.19,1,56.9,1024.04,90.3,7
TM20210124,Казахстан,Класс 01,Консалтинг,Иностранная компания,Форма товара,Самостоятельно,False,75.0,3,24.8,7,237.03,3,54.8,1066.8,65.3,3
TM20210125,Беларусь,Класс 06,Телекоммуникации,Совместное предприятие,Цветовой,ЮрФирма_AT,True,82.0,2,3.9,7,19.13,4,15.2,1322.46,68.6,0
TM20210126,Беларусь,Класс 04,Страхование,Кооператив,Световой,Самостоятельно,True,68.0,3,4.0,2,14.86,1,36.1,813.47,11.6,0
TM20210127,Кыргызстан,Класс 01,Бытовая техника,ООО,Комбинированный,ЮрФирма_BF,False,88.0,6,6.9,0,21.01,1,,1043.74,,0
TM20210128,Кыргызстан,Класс 14,Фармацевтика,АО,Изобразительный,ЮрФирма_AB,True,46.0,3,2.3,7,115.47,1,33.1,1596.7,,4
TM20210129,Вьетнам,Класс 02,Автомобильная,ЗАО,Словесный,,True,39.0,4,4.6,3,7.93,2,35.5,1047.27,,0
TM20210130,Вьетнам,Класс 05,Электроника,Индивидуальный предприниматель,Голографический,,True,45.0,3,0.3,1,3.04,4,6.6,974.78,8.1,0
TM20210131,Беларусь,Класс 21,ИТ-услуги,Ассоциация,Изобразительный,Не указано,True,59.0,4,0.3,6,500.0,2,43.3,1562.38,39.9,0
TM20210132,Россия,Класс 27,Мебель,ООО,Изобразительный,Не указано,True,82.0,2,0.1,6,5.6,3,34.0,1000.23,27.8,0
TM20210133,Германия,Класс 04,Консалтинг,Индивидуальный предприниматель,Комбинированный,Самостоятельно,False,57.0,1,6.3,7,2.83,2,30.8,1333.43,105.4,0
TM20210134,Сингапур,Класс 06,Автомобильная,АО,Световой,ЮрФирма_BT,True,81.0,2,13.8,2,15.02,1,20.4,1422.0,,0
TM20210135,Россия,Класс 04,Реклама,Концерн,Комбинированный,ЮрФирма_AZ,True,70.0,4,24.5,0,7.5,2,25.1,869.09,51.9,2
TM20210136,Казахстан,Класс 43,Деревообработка,Союз,Словесный,ЮрФирма_BG,True,121.0,2,8.3,4,34.73,2,22.6,1119.96,60.9,0
TM20210137,Казахстан,Класс 03,СМИ,ООО,Символ,ЮрФирма_AU,False,71.0,3,10.5,0,18.79,2,29.7,970.55,,0
TM20210138,Россия,Класс 03,Строительство,Индивидуальный предприниматель,Словесный,Самостоятельно,True,55.0,2,4.0,0,28.29,2,24.6,658.1,33.0,0
TM20210139,Кыргызстан,Класс 09,Ювелирные изделия,Медицинское учреждение,Слоган,Не указано,True,79.0,2,5.9,14,8.72,2,5.3,670.65,,0
TM20210140,Казахстан,Класс 03,Финансовые услуги,ПАО,Изобразительный,ЮрФирма_AS,True,69.0,5,7.2,0,11.92,1,24.6,1192.17,59.2,0
TM20210141,Испания,Класс 03,ИТ-услуги,АО,Форма упаковки,ЮрФирма_AA,True,46.0,6,1.9,1,500.0,3,16.5,1185.88,103.2,4
TM20210142,Канада,Класс 02,Сельское хозяйство,Индивидуальный предприниматель,Логотип,ЮрФирма_AM,True,64.0,4,4.2,1,1.29,3,2.3,1163.21,78.5,0
TM20210143,Мексика,Класс 21,Напитки,Физическое лицо,Изобразительный,ЮрФирма_BU,True,64.0,4,1.7,4,2.63,4,12.2,961.1,,0
TM20210144,Казахстан,Класс 19,Одежда и обувь,Концерн,Позиционный,ЮрФирма_AB,True,65.0,3,5.2,10,8.81,4,46.8,686.22,44.0,0
TM20210145,Россия,Класс 21,Спорт,ООО,Словесный,ЮрФирма_BO,True,47.0,4,1.9,1,2.4,3,1.9,1610.39,66.4,0
TM20210146,Южная Корея,Класс 30,Косметика,Индивидуальный предприниматель,Словесный,ЮрФирма_AL,False,115.0,2,15.9,4,4.87,2,50.7,744.43,49.1,0
TM20210147,Индия,Класс 06,Напитки,Индивидуальный предприниматель,Изобразительный,ЮрФирма_AK,True,41.0,4,6.1,13,14.9,2,18.8,1117.82,103.6,0
TM20210148,Казахстан,Класс 40,Косметика,ООО,Комбинированный,Самостоятельно,True,99.0,1,5.4,6,12.36,2,14.0,775.34,51.3,0
TM20210149,Чехия,Класс 27,Спорт,Индивидуальный предприниматель,Словесный,Не указано,True,67.0,4,3.5,1,16.07,3,42.0,845.64,47.0,0
TM20210150,Россия,Класс 32,Одежда и обувь,ООО,Комбинированный,ЮрФирма_AT,True,50.0,3,6.1,0,3.85,2,58.9,830.64,32.4,1
TM20210151,Швеция,Класс 26,Одежда и обувь,Индивидуальный предприниматель,Надпись,ЮрФирма_AW,True,109.0,4,5.1,1,19.09,3,5.8,997.82,36.3,0
TM20210152,Россия,Класс 06,Электроника,АО,Цветовой,ЮрФирма_BD,True,30.0,2,8.2,6,4.85,4,42.5,1136.04,104.1,0
TM20210153,Россия,Класс 05,Машиностроение,ЗАО,Словесный,Самостоятельно,True,50.0,4,5.8,6,14.66,4,39.5,1222.55,108.0,2
TM20210154,Беларусь,Класс 08,Бытовая техника,ЗАО,Комбинированный,Самостоятельно,True,63.0,3,5.6,10,16.4,2,11.8,542.23,103.1,0
TM20210155,Россия,Класс 02,Напитки,Общественная организация,Словесный,Самостоятельно,True,52.0,3,2.4,3,50.86,4,1.1,549.06,14.0,0
TM20210156,Россия,Класс 09,СМИ,ООО,Словесный,Самостоятельно,True,65.0,1,3.6,0,37.34,2,56.4,846.56,29.6,2
TM20210157,Россия,Класс 01,Полиграфия,Фермерское хозяйство,Символ,Не указано,True,80.0,1,2.5,4,16.49,2,31.5,966.14,78.9,0
TM20210158,Казахстан,Класс 01,Мебель,Адвокатское образование,Иероглифы,ЮрФирма_AD,True,44.0,7,5.5,1,7.2,4,48.9,747.23,92.1,0
TM20210159,Италия,Класс 41,Программное обеспечение,Культурное учреждение,Словесный,ЮрФирма_AP,True,72.0,4,6.0,7,252.18,3,21.8,1076.14,27.7,1
TM20210160,Россия,Класс 24,Мебель,Индивидуальный предприниматель,Словесный,ЮрФирма_BM,True,83.0,3,3.6,2,12.58,2,38.4,946.93,30.0,3
TM20210161,Кыргызстан,Класс 15,Сельское хозяйство,ООО,Изобразительный,ЮрФирма_BW,True,45.0,5,0.6,2,5.72,2,49.1,734.86,15.0,0
TM20210162,Мексика,Класс 06,Программное обеспечение,Иностранная компания,Изобразительный,ЮрФирма_AL,False,70.0,2,15.7,0,474.53,1,25.0,1247.38,10.1,4
TM20210163,Россия,Класс 16,Реклама,Индивидуальный предприниматель,Словесный,Не указано,True,63.0,3,6.6,3,17.24,2,32.0,1122.93,93.3,0
TM20210164,Россия,Класс 38,Металлургия,Индивидуальный предприниматель,Словесный,Самостоятельно,True,48.0,5,14.5,7,17.22,1,26.2,1078.69,105.1,2
TM20210165,Швейцария,Класс 22,Туризм,Индивидуальный предприниматель,Изобразительный,Не указано,False,50.0,4,1.8,3,3.84,2,24.2,883.28,106.6,0
TM20210166,Мексика,Класс 18,Пищевая промышленность,Иностранная компания,Словесный,Не указано,True,50.0,3,7.5,0,61.34,2,15.0,777.74,4.3,0
TM20210167,Беларусь,Класс 09,Полиграфия,Государственное предприятие,Цветовой,Самостоятельно,True,57.0,3,0.8,0,19.97,2,,1322.28,80.8,3
TM20210168,Бразилия,Класс 06,Химическая промышленность,ООО,Световой,Не указано,False,58.0,6,1.6,5,17.04,3,8.8,1003.22,47.3,0
TM20210169,Россия,Класс 25,Автомобильная,Научное учреждение,Комбинированный,Самостоятельно,True,100.0,6,4.9,1,8.13,3,35.4,11635.030755526015,94.5,2
TM20210170,Казахстан,Класс 44,Табачные изделия,Совместное предприятие,Изобразительный,ЮрФирма_BK,False,74.0,3,6.4,9,8.87,2,11.4,1219.5,80.6,0
